date,year,month,segment_label,origin_zone,destination,destination_continent,passengers,direct_flights,passengers_last_year,direct_flights_last_year,passengers_yoy_pct,direct_flights_yoy_pct,rolling_3m_passengers,rolling_gap_pct,alert_level,alert_reason
2019-01-01,2019,1,International,Metropole,Afrique Du Sud,Afrique,36847,106,,,,,,,normal,RAS
2019-02-01,2019,2,International,Metropole,Afrique Du Sud,Afrique,34123,94,,,,,,,normal,RAS
2019-03-01,2019,3,International,Metropole,Afrique Du Sud,Afrique,36234,100,,,,,35734.666666666664,1.3973359203014881,normal,RAS
2019-04-01,2019,4,International,Metropole,Afrique Du Sud,Afrique,20583,76,,,,,30313.333333333332,-32.09918627666593,watch,Sous le rythme recent
2019-05-01,2019,5,International,Metropole,Afrique Du Sud,Afrique,21260,80,,,,,26025.666666666668,-18.311410530630024,normal,RAS
2019-06-01,2019,6,International,Metropole,Afrique Du Sud,Afrique,20524,79,,,,,20789.0,-1.2747125883880899,normal,RAS
2019-07-01,2019,7,International,Metropole,Afrique Du Sud,Afrique,21930,78,,,,,21238.0,3.258310575383746,normal,RAS
2019-08-01,2019,8,International,Metropole,Afrique Du Sud,Afrique,23352,81,,,,,21935.333333333332,6.458377655532936,normal,RAS
2019-09-01,2019,9,International,Metropole,Afrique Du Sud,Afrique,21739,81,,,,,22340.333333333332,-2.6916936482594958,normal,RAS
2019-10-01,2019,10,International,Metropole,Afrique Du Sud,Afrique,25339,89,,,,,23476.666666666668,7.932699133891802,normal,RAS
2019-11-01,2019,11,International,Metropole,Afrique Du Sud,Afrique,36623,96,,,,,27900.333333333332,31.263664711293774,watch,Au-dessus du rythme recent
2019-12-01,2019,12,International,Metropole,Afrique Du Sud,Afrique,37274,98,,,,,33078.666666666664,12.68289733564433,normal,RAS
2020-01-01,2020,1,International,Metropole,Afrique Du Sud,Afrique,36818,97,36847.0,106.0,-0.07870382934838657,-8.49056603773585,36905.0,-0.23574041457797046,normal,RAS
2020-02-01,2020,2,International,Metropole,Afrique Du Sud,Afrique,35646,91,34123.0,94.0,4.463265246314802,-3.1914893617021276,36579.333333333336,-2.55153183035959,normal,RAS
2020-03-01,2020,3,International,Metropole,Afrique Du Sud,Afrique,20821,70,36234.0,100.0,-42.53739581608434,-30.0,31095.0,-33.04068178163692,watch,Baisse marquee vs N-1
2020-07-01,2020,7,International,Metropole,Afrique Du Sud,Afrique,819,24,20583.0,76.0,-96.0209881941408,-68.42105263157895,19095.333333333332,-95.71099396012987,normal,Baisse marquee vs N-1
2020-08-01,2020,8,International,Metropole,Afrique Du Sud,Afrique,723,41,21260.0,80.0,-96.59924741298212,-48.75,7454.333333333333,-90.30094352278317,normal,Baisse marquee vs N-1
2020-10-01,2020,10,International,Metropole,Afrique Du Sud,Afrique,824,41,20524.0,79.0,-95.98518807250048,-48.10126582278481,788.6666666666666,4.480135249366024,normal,Baisse marquee vs N-1
2020-11-01,2020,11,International,Metropole,Afrique Du Sud,Afrique,412,25,21930.0,78.0,-98.12129502963977,-67.94871794871796,653.0,-36.906584992343035,normal,Baisse marquee vs N-1
2020-12-01,2020,12,International,Metropole,Afrique Du Sud,Afrique,5035,58,23352.0,81.0,-78.43867762932511,-28.39506172839506,2090.3333333333335,140.87067453356718,normal,Baisse marquee vs N-1
2021-01-01,2021,1,International,Metropole,Afrique Du Sud,Afrique,4744,57,21739.0,81.0,-78.17746906481439,-29.629629629629626,3397.0,39.652634677656756,normal,Baisse marquee vs N-1
2021-02-01,2021,2,International,Metropole,Afrique Du Sud,Afrique,3631,52,25339.0,89.0,-85.670310588421,-41.57303370786517,4470.0,-18.769574944071586,normal,Baisse marquee vs N-1
2021-03-01,2021,3,International,Metropole,Afrique Du Sud,Afrique,3365,53,36623.0,96.0,-90.81178494388772,-44.79166666666667,3913.3333333333335,-14.011925042589441,normal,Baisse marquee vs N-1
2021-04-01,2021,4,International,Metropole,Afrique Du Sud,Afrique,5048,44,37274.0,98.0,-86.45704780812362,-55.10204081632652,4014.6666666666665,25.738957157090674,normal,Baisse marquee vs N-1
2021-05-01,2021,5,International,Metropole,Afrique Du Sud,Afrique,6747,51,36818.0,97.0,-81.67472431962626,-47.42268041237113,5053.333333333333,33.51583113456465,normal,Baisse marquee vs N-1
2021-06-01,2021,6,International,Metropole,Afrique Du Sud,Afrique,6187,43,35646.0,91.0,-82.64321382483308,-52.74725274725275,5994.0,3.219886553219887,normal,Baisse marquee vs N-1
2021-07-01,2021,7,International,Metropole,Afrique Du Sud,Afrique,6686,53,20821.0,70.0,-67.88818980836655,-24.285714285714285,6540.0,2.232415902140673,normal,Baisse marquee vs N-1
2021-08-01,2021,8,International,Metropole,Afrique Du Sud,Afrique,8444,51,819.0,24.0,931.013431013431,112.5,7105.666666666667,18.834732842332404,normal,Hausse marquee vs N-1
2021-09-01,2021,9,International,Metropole,Afrique Du Sud,Afrique,7962,47,723.0,41.0,1001.2448132780083,14.634146341463413,7697.333333333333,3.438420232115022,normal,Hausse marquee vs N-1
2021-10-01,2021,10,International,Metropole,Afrique Du Sud,Afrique,10824,46,824.0,41.0,1213.5922330097087,12.195121951219512,9076.666666666666,19.250826294528103,normal,Hausse marquee vs N-1
2021-11-01,2021,11,International,Metropole,Afrique Du Sud,Afrique,14056,70,412.0,25.0,3311.650485436893,180.0,10947.333333333334,28.396565373606958,normal,Hausse marquee vs N-1
2021-12-01,2021,12,International,Metropole,Afrique Du Sud,Afrique,9899,59,5035.0,58.0,96.60377358490567,1.7241379310344827,11593.0,-14.612266022599846,normal,Hausse marquee vs N-1
2022-01-01,2022,1,International,Metropole,Afrique Du Sud,Afrique,9064,49,4744.0,57.0,91.06239460370995,-14.035087719298245,11006.333333333334,-17.64741512462522,normal,Hausse marquee vs N-1
2022-02-01,2022,2,International,Metropole,Afrique Du Sud,Afrique,9674,42,3631.0,52.0,166.42798127237674,-19.230769230769234,9545.666666666666,1.3444145685651494,normal,Hausse marquee vs N-1
2022-03-01,2022,3,International,Metropole,Afrique Du Sud,Afrique,13907,56,3365.0,53.0,313.28380386329866,5.660377358490567,10881.666666666666,27.802113646806564,normal,Hausse marquee vs N-1
2022-04-01,2022,4,International,Metropole,Afrique Du Sud,Afrique,16248,65,5048.0,44.0,221.87004754358162,47.72727272727273,13276.333333333334,22.38318812925255,normal,Hausse marquee vs N-1
2022-05-01,2022,5,International,Metropole,Afrique Du Sud,Afrique,16488,68,6747.0,51.0,144.37527790128945,33.33333333333333,15547.666666666666,6.048067234097297,normal,Hausse marquee vs N-1
2022-06-01,2022,6,International,Metropole,Afrique Du Sud,Afrique,15926,63,6187.0,43.0,157.4106998545337,46.51162790697674,16220.666666666666,-1.8166125518885337,normal,Hausse marquee vs N-1
2022-07-01,2022,7,International,Metropole,Afrique Du Sud,Afrique,17349,64,6686.0,53.0,159.48250074783127,20.754716981132077,16587.666666666668,4.589755440789334,normal,Hausse marquee vs N-1
2022-08-01,2022,8,International,Metropole,Afrique Du Sud,Afrique,17107,63,8444.0,51.0,102.59355755566082,23.52941176470588,16794.0,1.8637608669763008,normal,Hausse marquee vs N-1
2022-09-01,2022,9,International,Metropole,Afrique Du Sud,Afrique,16473,63,7962.0,47.0,106.89525244913338,34.04255319148936,16976.333333333332,-2.9649119362249334,normal,Hausse marquee vs N-1
2022-10-01,2022,10,International,Metropole,Afrique Du Sud,Afrique,17857,69,10824.0,46.0,64.9759793052476,50.0,17145.666666666668,4.148764508038953,normal,Hausse marquee vs N-1
2022-11-01,2022,11,International,Metropole,Afrique Du Sud,Afrique,23037,94,14056.0,70.0,63.89442231075697,34.285714285714285,19122.333333333332,20.471699757700428,watch,Hausse marquee vs N-1
2022-12-01,2022,12,International,Metropole,Afrique Du Sud,Afrique,23852,94,9899.0,59.0,140.95363167996769,59.32203389830508,21582.0,10.518024279492169,watch,Hausse marquee vs N-1
2023-01-01,2023,1,International,Metropole,Afrique Du Sud,Afrique,24304,93,9064.0,49.0,168.13768755516327,89.79591836734694,23731.0,2.414563229530993,watch,Hausse marquee vs N-1
2023-02-01,2023,2,International,Metropole,Afrique Du Sud,Afrique,21707,83,9674.0,42.0,124.3849493487699,97.61904761904762,23287.666666666668,-6.787569958347056,watch,Hausse marquee vs N-1
2023-03-01,2023,3,International,Metropole,Afrique Du Sud,Afrique,23343,84,13907.0,56.0,67.85072265765442,50.0,23118.0,0.9732675837010122,watch,Hausse marquee vs N-1
2023-04-01,2023,4,International,Metropole,Afrique Du Sud,Afrique,20574,61,16248.0,65.0,26.624815361890697,-6.153846153846154,21874.666666666668,-5.945995367548463,watch,Hausse marquee vs N-1
2023-05-01,2023,5,International,Metropole,Afrique Du Sud,Afrique,19991,62,16488.0,68.0,21.245754488112567,-8.823529411764707,21302.666666666668,-6.157288602365906,normal,RAS
2023-06-01,2023,6,International,Metropole,Afrique Du Sud,Afrique,20734,61,15926.0,63.0,30.189627024990585,-3.1746031746031744,20433.0,1.4731072285029119,watch,Hausse marquee vs N-1
2023-07-01,2023,7,International,Metropole,Afrique Du Sud,Afrique,21540,63,17349.0,64.0,24.15701193152343,-1.5625,20755.0,3.782221151529752,normal,RAS
2023-08-01,2023,8,International,Metropole,Afrique Du Sud,Afrique,21894,64,17107.0,63.0,27.98269714152101,1.5873015873015872,21389.333333333332,2.3594314923326327,watch,Hausse marquee vs N-1
2023-09-01,2023,9,International,Metropole,Afrique Du Sud,Afrique,28598,81,16473.0,63.0,73.6052935105931,28.57142857142857,24010.666666666668,19.105397601066187,watch,Hausse marquee vs N-1
2023-10-01,2023,10,International,Metropole,Afrique Du Sud,Afrique,31809,97,17857.0,69.0,78.13182505460044,40.57971014492754,27433.666666666668,15.948773404940397,watch,Hausse marquee vs N-1
2023-11-01,2023,11,International,Metropole,Afrique Du Sud,Afrique,26046,85,23037.0,94.0,13.06159656205235,-9.574468085106384,28817.666666666668,-9.617942697188072,normal,RAS
2023-12-01,2023,12,International,Metropole,Afrique Du Sud,Afrique,27472,91,23852.0,94.0,15.176924366929399,-3.1914893617021276,28442.333333333332,-3.411581328301706,normal,RAS
2024-01-01,2024,1,International,Metropole,Afrique Du Sud,Afrique,29463,100,24304.0,93.0,21.226958525345623,7.526881720430108,27660.333333333332,6.517154529350097,normal,RAS
2024-02-01,2024,2,International,Metropole,Afrique Du Sud,Afrique,28828,98,21707.0,83.0,32.805085916985306,18.072289156626507,28587.666666666668,0.8406888751559488,watch,Hausse marquee vs N-1
2024-03-01,2024,3,International,Metropole,Afrique Du Sud,Afrique,26336,84,23343.0,84.0,12.821830955746904,0.0,28209.0,-6.6397249104895595,normal,RAS
2024-04-01,2024,4,International,Metropole,Afrique Du Sud,Afrique,20166,68,20574.0,61.0,-1.9830854476523767,11.475409836065573,25110.0,-19.68936678614098,normal,RAS
2024-05-01,2024,5,International,Metropole,Afrique Du Sud,Afrique,19585,62,19991.0,62.0,-2.030913911260067,0.0,22029.0,-11.094466385219484,normal,RAS
2024-06-01,2024,6,International,Metropole,Afrique Du Sud,Afrique,20481,60,20734.0,61.0,-1.2202179994212405,-1.639344262295082,20077.333333333332,2.0105591712046813,normal,RAS
2024-07-01,2024,7,International,Metropole,Afrique Du Sud,Afrique,21321,65,21540.0,63.0,-1.0167130919220055,3.1746031746031744,20462.333333333332,4.196328212813794,normal,RAS
2024-08-01,2024,8,International,Metropole,Afrique Du Sud,Afrique,21579,66,21894.0,64.0,-1.4387503425596053,3.125,21127.0,2.1394424196525774,normal,RAS
2024-09-01,2024,9,International,Metropole,Afrique Du Sud,Afrique,20983,61,28598.0,81.0,-26.627736205329043,-24.691358024691358,21294.333333333332,-1.4620478061456044,watch,Baisse marquee vs N-1
2024-10-01,2024,10,International,Metropole,Afrique Du Sud,Afrique,24690,82,31809.0,97.0,-22.38045836084127,-15.463917525773196,22417.333333333332,10.137988461309707,normal,RAS
2024-11-01,2024,11,International,Metropole,Afrique Du Sud,Afrique,29037,99,26046.0,85.0,11.48352914075098,16.470588235294116,24903.333333333332,16.598848882345074,normal,RAS
2024-12-01,2024,12,International,Metropole,Afrique Du Sud,Afrique,29694,98,27472.0,91.0,8.088235294117647,7.6923076923076925,27807.0,6.786061063760923,normal,RAS
2019-01-01,2019,1,International,Metropole,Afrique_Autre,Afrique,18453,187,,,,,,,normal,RAS
2019-01-01,2019,1,International,Outre-mer,Afrique_Autre,Afrique,11699,281,,,,,,,normal,RAS
2019-02-01,2019,2,International,Metropole,Afrique_Autre,Afrique,16027,222,,,,,,,normal,RAS
2019-02-01,2019,2,International,Outre-mer,Afrique_Autre,Afrique,6621,209,,,,,,,normal,RAS
2019-03-01,2019,3,International,Metropole,Afrique_Autre,Afrique,11440,146,,,,,15306.666666666666,-25.261324041811843,normal,Sous le rythme recent
2019-03-01,2019,3,International,Outre-mer,Afrique_Autre,Afrique,10665,255,,,,,9661.666666666666,10.384681731930316,normal,RAS
2019-04-01,2019,4,International,Metropole,Afrique_Autre,Afrique,11059,145,,,,,12842.0,-13.884130197788505,normal,RAS
2019-04-01,2019,4,International,Outre-mer,Afrique_Autre,Afrique,7795,198,,,,,8360.333333333334,-6.762090825724659,normal,RAS
2019-05-01,2019,5,International,Metropole,Afrique_Autre,Afrique,14843,193,,,,,12447.333333333334,19.246424937068173,normal,RAS
2019-05-01,2019,5,International,Outre-mer,Afrique_Autre,Afrique,7285,190,,,,,8581.666666666666,-15.109730044668861,normal,RAS
2019-06-01,2019,6,International,Metropole,Afrique_Autre,Afrique,12578,171,,,,,12826.666666666666,-1.9386694386694339,normal,RAS
2019-06-01,2019,6,International,Outre-mer,Afrique_Autre,Afrique,7398,206,,,,,7492.666666666667,-1.2634576029895939,normal,RAS
2019-07-01,2019,7,International,Metropole,Afrique_Autre,Afrique,13121,191,,,,,13514.0,-2.908095308568891,normal,RAS
2019-07-01,2019,7,International,Outre-mer,Afrique_Autre,Afrique,7499,96,,,,,7394.0,1.4200703272923993,normal,RAS
2019-08-01,2019,8,International,Metropole,Afrique_Autre,Afrique,10196,162,,,,,11965.0,-14.784788967822818,normal,RAS
2019-08-01,2019,8,International,Outre-mer,Afrique_Autre,Afrique,5553,94,,,,,6816.666666666667,-18.53789731051345,normal,RAS
2019-09-01,2019,9,International,Metropole,Afrique_Autre,Afrique,12975,177,,,,,12097.333333333334,7.255042433594175,normal,RAS
2019-09-01,2019,9,International,Outre-mer,Afrique_Autre,Afrique,7608,218,,,,,6886.666666666667,10.474346563407545,normal,RAS
2019-10-01,2019,10,International,Metropole,Afrique_Autre,Afrique,7794,107,,,,,10321.666666666666,-24.48893912481834,normal,Sous le rythme recent
2019-10-01,2019,10,International,Outre-mer,Afrique_Autre,Afrique,10270,234,,,,,7810.333333333333,31.492467244249077,normal,Au-dessus du rythme recent
2019-11-01,2019,11,International,Metropole,Afrique_Autre,Afrique,11072,149,,,,,10613.666666666666,4.318331710687485,normal,RAS
2019-11-01,2019,11,International,Outre-mer,Afrique_Autre,Afrique,6774,196,,,,,8217.333333333334,-17.56449780950836,normal,RAS
2019-12-01,2019,12,International,Metropole,Afrique_Autre,Afrique,16309,174,,,,,11725.0,39.09594882729211,normal,Au-dessus du rythme recent
2019-12-01,2019,12,International,Outre-mer,Afrique_Autre,Afrique,6991,92,,,,,8011.666666666667,-12.739754524651554,normal,RAS
2020-01-01,2020,1,International,Metropole,Afrique_Autre,Afrique,11628,146,18453.0,187.0,-36.98585595838075,-21.92513368983957,13003.0,-10.574482811658847,normal,Baisse marquee vs N-1
2020-01-01,2020,1,International,Outre-mer,Afrique_Autre,Afrique,11947,280,11699.0,281.0,2.1198393025044875,-0.3558718861209964,8570.666666666666,39.394057249533304,normal,Au-dessus du rythme recent
2020-02-01,2020,2,International,Metropole,Afrique_Autre,Afrique,10020,138,16027.0,222.0,-37.48050165345978,-37.83783783783784,12652.333333333334,-20.805121584951397,normal,Baisse marquee vs N-1
2020-02-01,2020,2,International,Outre-mer,Afrique_Autre,Afrique,6552,209,6621.0,209.0,-1.042138649750793,0.0,8496.666666666666,-22.887406826206348,normal,Sous le rythme recent
2020-03-01,2020,3,International,Metropole,Afrique_Autre,Afrique,16504,198,11440.0,146.0,44.26573426573427,35.61643835616438,12717.333333333334,29.775634304885713,normal,Hausse marquee vs N-1
2020-03-01,2020,3,International,Outre-mer,Afrique_Autre,Afrique,7673,186,10665.0,255.0,-28.05438349742147,-27.058823529411764,8724.0,-12.047226043099496,normal,Baisse marquee vs N-1
2020-04-01,2020,4,International,Metropole,Afrique_Autre,Afrique,13711,266,11059.0,145.0,23.980468396780903,83.44827586206897,13411.666666666666,2.2318876599975193,normal,RAS
2020-04-01,2020,4,International,Outre-mer,Afrique_Autre,Afrique,191,24,7795.0,198.0,-97.54971135343169,-87.87878787878788,4805.333333333333,-96.02524972253053,normal,Baisse marquee vs N-1
2020-05-01,2020,5,International,Metropole,Afrique_Autre,Afrique,6954,157,14843.0,193.0,-53.1496328235532,-18.65284974093264,12389.666666666666,-43.87258199036832,normal,Baisse marquee vs N-1
2020-05-01,2020,5,International,Outre-mer,Afrique_Autre,Afrique,131,57,7285.0,190.0,-98.20178448867536,-70.0,2665.0,-95.0844277673546,normal,Baisse marquee vs N-1
2020-06-01,2020,6,International,Metropole,Afrique_Autre,Afrique,16549,262,12578.0,171.0,31.570996978851962,53.216374269005854,12404.666666666666,33.40946955446876,normal,Hausse marquee vs N-1
2020-06-01,2020,6,International,Outre-mer,Afrique_Autre,Afrique,425,96,7398.0,206.0,-94.25520410921871,-53.398058252427184,249.0,70.68273092369478,normal,Baisse marquee vs N-1
2020-07-01,2020,7,International,Metropole,Afrique_Autre,Afrique,20553,320,13121.0,191.0,56.64202423595762,67.5392670157068,14685.333333333334,39.95596513528236,watch,Hausse marquee vs N-1
2020-07-01,2020,7,International,Outre-mer,Afrique_Autre,Afrique,84,71,7499.0,96.0,-98.8798506467529,-26.041666666666668,213.33333333333334,-60.62500000000001,normal,Baisse marquee vs N-1
2020-08-01,2020,8,International,Metropole,Afrique_Autre,Afrique,27676,361,10196.0,162.0,171.43978030600235,122.83950617283949,21592.666666666668,28.173145203618503,watch,Hausse marquee vs N-1
2020-08-01,2020,8,International,Outre-mer,Afrique_Autre,Afrique,881,95,5553.0,94.0,-84.13470196290294,1.0638297872340425,463.3333333333333,90.14388489208633,normal,Baisse marquee vs N-1
2020-09-01,2020,9,International,Metropole,Afrique_Autre,Afrique,23668,310,12975.0,177.0,82.41233140655106,75.14124293785311,23965.666666666668,-1.2420546058945485,watch,Hausse marquee vs N-1
2020-09-01,2020,9,International,Outre-mer,Afrique_Autre,Afrique,1095,87,7608.0,218.0,-85.60725552050474,-60.09174311926605,686.6666666666666,59.466019417475735,normal,Baisse marquee vs N-1
2020-10-01,2020,10,International,Metropole,Afrique_Autre,Afrique,18678,247,7794.0,107.0,139.64588144726713,130.8411214953271,23340.666666666668,-19.9765787895233,normal,Hausse marquee vs N-1
2020-10-01,2020,10,International,Outre-mer,Afrique_Autre,Afrique,2345,102,10270.0,234.0,-77.16650438169425,-56.41025641025641,1440.3333333333333,62.80953482990049,normal,Baisse marquee vs N-1
2020-11-01,2020,11,International,Metropole,Afrique_Autre,Afrique,25142,410,11072.0,149.0,127.07731213872833,175.16778523489933,22496.0,11.762091038406828,watch,Hausse marquee vs N-1
2020-11-01,2020,11,International,Outre-mer,Afrique_Autre,Afrique,2119,105,6774.0,196.0,-68.71863005609684,-46.42857142857143,1853.0,14.355099838100378,normal,Baisse marquee vs N-1
2020-12-01,2020,12,International,Metropole,Afrique_Autre,Afrique,15838,266,16309.0,174.0,-2.887975964191551,52.87356321839081,19886.0,-20.356029367394147,normal,Sous le rythme recent
2020-12-01,2020,12,International,Outre-mer,Afrique_Autre,Afrique,4042,168,6991.0,92.0,-42.182806465455585,82.6086956521739,2835.3333333333335,42.55819421584763,normal,Baisse marquee vs N-1
2021-01-01,2021,1,International,Metropole,Afrique_Autre,Afrique,21283,343,11628.0,146.0,83.03233574131407,134.93150684931507,20754.333333333332,2.5472592069126185,watch,Hausse marquee vs N-1
2021-01-01,2021,1,International,Outre-mer,Afrique_Autre,Afrique,2593,104,11947.0,280.0,-78.29580647861388,-62.857142857142854,2918.0,-11.13776559287183,normal,Baisse marquee vs N-1
2021-02-01,2021,2,International,Metropole,Afrique_Autre,Afrique,21098,371,10020.0,138.0,110.55888223552894,168.84057971014494,19406.333333333332,8.717085487555616,watch,Hausse marquee vs N-1
2021-02-01,2021,2,International,Outre-mer,Afrique_Autre,Afrique,416,61,6552.0,209.0,-93.65079365079364,-70.81339712918661,2350.3333333333335,-82.30038292440788,normal,Baisse marquee vs N-1
2021-03-01,2021,3,International,Metropole,Afrique_Autre,Afrique,22404,331,16504.0,198.0,35.74890935530781,67.17171717171718,21595.0,3.7462375549895808,watch,Hausse marquee vs N-1
2021-03-01,2021,3,International,Outre-mer,Afrique_Autre,Afrique,184,84,7673.0,186.0,-97.60198097224033,-54.83870967741935,1064.3333333333333,-82.71218290009395,normal,Baisse marquee vs N-1
2021-04-01,2021,4,International,Metropole,Afrique_Autre,Afrique,19222,301,13711.0,266.0,40.19400481365327,13.157894736842104,20908.0,-8.063898986034054,normal,Hausse marquee vs N-1
2021-04-01,2021,4,International,Outre-mer,Afrique_Autre,Afrique,242,86,191.0,24.0,26.701570680628272,258.33333333333337,280.6666666666667,-13.77672209026129,normal,Hausse marquee vs N-1
2021-05-01,2021,5,International,Metropole,Afrique_Autre,Afrique,17630,274,6954.0,157.0,153.5231521426517,74.52229299363057,19752.0,-10.74321587687323,normal,Hausse marquee vs N-1
2021-05-01,2021,5,International,Outre-mer,Afrique_Autre,Afrique,358,94,131.0,57.0,173.28244274809163,64.91228070175438,261.3333333333333,36.989795918367356,normal,Hausse marquee vs N-1
2021-06-01,2021,6,International,Metropole,Afrique_Autre,Afrique,17300,221,16549.0,262.0,4.538038552178379,-15.648854961832063,18050.666666666668,-4.15866449992614,normal,RAS
2021-06-01,2021,6,International,Outre-mer,Afrique_Autre,Afrique,306,82,425.0,96.0,-28.000000000000004,-14.583333333333334,302.0,1.3245033112582782,normal,Baisse marquee vs N-1
2021-07-01,2021,7,International,Metropole,Afrique_Autre,Afrique,16448,198,20553.0,320.0,-19.97275336933781,-38.125,17126.0,-3.95889291136284,normal,RAS
2021-07-01,2021,7,International,Outre-mer,Afrique_Autre,Afrique,1293,83,84.0,71.0,1439.2857142857142,16.901408450704224,652.3333333333334,98.2115482881962,normal,Hausse marquee vs N-1
2021-08-01,2021,8,International,Metropole,Afrique_Autre,Afrique,15244,197,27676.0,361.0,-44.919786096256686,-45.42936288088642,16330.666666666666,-6.654147615937292,normal,Baisse marquee vs N-1
2021-08-01,2021,8,International,Outre-mer,Afrique_Autre,Afrique,2301,112,881.0,95.0,161.18047673098752,17.894736842105264,1300.0,77.0,normal,Hausse marquee vs N-1
2021-09-01,2021,9,International,Metropole,Afrique_Autre,Afrique,16770,231,23668.0,310.0,-29.144836910596588,-25.483870967741932,16154.0,3.8132970162188933,normal,Baisse marquee vs N-1
2021-09-01,2021,9,International,Outre-mer,Afrique_Autre,Afrique,1796,103,1095.0,87.0,64.01826484018265,18.39080459770115,1796.6666666666667,-0.03710575139146989,normal,Hausse marquee vs N-1
2021-10-01,2021,10,International,Metropole,Afrique_Autre,Afrique,22894,318,18678.0,247.0,22.572009851161795,28.74493927125506,18302.666666666668,25.08559772710715,watch,Au-dessus du rythme recent
2021-10-01,2021,10,International,Outre-mer,Afrique_Autre,Afrique,1874,77,2345.0,102.0,-20.085287846481876,-24.509803921568626,1990.3333333333333,-5.844917099313345,normal,RAS
2021-11-01,2021,11,International,Metropole,Afrique_Autre,Afrique,34673,441,25142.0,410.0,37.908678704955854,7.560975609756097,24779.0,39.92897211348319,watch,Hausse marquee vs N-1
2021-11-01,2021,11,International,Outre-mer,Afrique_Autre,Afrique,4103,89,2119.0,105.0,93.62907031618688,-15.238095238095239,2591.0,58.35584716325744,normal,Hausse marquee vs N-1
2021-12-01,2021,12,International,Metropole,Afrique_Autre,Afrique,22189,284,15838.0,266.0,40.099760070716,6.7669172932330826,26585.333333333332,-16.53668689502984,watch,Hausse marquee vs N-1
2021-12-01,2021,12,International,Outre-mer,Afrique_Autre,Afrique,5546,134,4042.0,168.0,37.2093023255814,-20.238095238095237,3841.0,44.389481905753705,normal,Hausse marquee vs N-1
2022-01-01,2022,1,International,Metropole,Afrique_Autre,Afrique,24721,304,21283.0,343.0,16.15373772494479,-11.370262390670554,27194.333333333332,-9.095032053246383,normal,RAS
2022-01-01,2022,1,International,Outre-mer,Afrique_Autre,Afrique,4940,108,2593.0,104.0,90.51291939838025,3.8461538461538463,4863.0,1.5833847419288505,normal,Hausse marquee vs N-1
2022-02-01,2022,2,International,Metropole,Afrique_Autre,Afrique,36359,508,21098.0,371.0,72.33387050905299,36.92722371967655,27756.333333333332,30.993527002846204,watch,Hausse marquee vs N-1
2022-02-01,2022,2,International,Outre-mer,Afrique_Autre,Afrique,4892,111,416.0,61.0,1075.9615384615386,81.9672131147541,5126.0,-4.564962934061646,normal,Hausse marquee vs N-1
2022-03-01,2022,3,International,Metropole,Afrique_Autre,Afrique,27263,485,22404.0,331.0,21.68809141224781,46.52567975830816,29447.666666666668,-7.418810771651407,normal,RAS
2022-03-01,2022,3,International,Outre-mer,Afrique_Autre,Afrique,7991,151,184.0,84.0,4242.934782608695,79.76190476190477,5941.0,34.50597542501262,normal,Hausse marquee vs N-1
2022-04-01,2022,4,International,Metropole,Afrique_Autre,Afrique,24877,349,19222.0,301.0,29.41941525335553,15.946843853820598,29499.666666666668,-15.670233561961155,watch,Hausse marquee vs N-1
2022-04-01,2022,4,International,Outre-mer,Afrique_Autre,Afrique,4368,94,242.0,86.0,1704.9586776859503,9.30232558139535,5750.333333333333,-24.039186134137147,normal,Hausse marquee vs N-1
2022-05-01,2022,5,International,Metropole,Afrique_Autre,Afrique,18357,308,17630.0,274.0,4.123652864435621,12.408759124087592,23499.0,-21.88178220349802,normal,Sous le rythme recent
2022-05-01,2022,5,International,Outre-mer,Afrique_Autre,Afrique,6428,118,358.0,94.0,1695.5307262569831,25.53191489361702,6262.333333333333,2.6454463192633253,normal,Hausse marquee vs N-1
2022-06-01,2022,6,International,Metropole,Afrique_Autre,Afrique,18645,316,17300.0,221.0,7.77456647398844,42.98642533936652,20626.333333333332,-9.605843662631905,normal,RAS
2022-06-01,2022,6,International,Outre-mer,Afrique_Autre,Afrique,5195,92,306.0,82.0,1597.7124183006536,12.195121951219512,5330.333333333333,-2.5389281470827285,normal,Hausse marquee vs N-1
2022-07-01,2022,7,International,Metropole,Afrique_Autre,Afrique,21046,275,16448.0,198.0,27.954766536964982,38.88888888888889,19349.333333333332,8.768605292172001,watch,Hausse marquee vs N-1
2022-07-01,2022,7,International,Outre-mer,Afrique_Autre,Afrique,9805,159,1293.0,83.0,658.3139984532096,91.56626506024097,7142.666666666667,37.273660630950154,normal,Hausse marquee vs N-1
2022-08-01,2022,8,International,Metropole,Afrique_Autre,Afrique,19768,274,15244.0,197.0,29.67725006559958,39.08629441624365,19819.666666666668,-0.26068383255689404,normal,Hausse marquee vs N-1
2022-08-01,2022,8,International,Outre-mer,Afrique_Autre,Afrique,8587,163,2301.0,112.0,273.18557149065623,45.535714285714285,7862.333333333333,9.216941535591644,normal,Hausse marquee vs N-1
2022-09-01,2022,9,International,Metropole,Afrique_Autre,Afrique,18087,233,16770.0,231.0,7.853309481216458,0.8658008658008658,19633.666666666668,-7.877625167654205,normal,RAS
2022-09-01,2022,9,International,Outre-mer,Afrique_Autre,Afrique,5193,93,1796.0,103.0,189.1425389755011,-9.70873786407767,7861.666666666667,-33.94530421878313,normal,Hausse marquee vs N-1
